,smiles,id,hlogp,MW,logP,HBD,HBA,TPSA,qed,RotableBonds
387,C1(NC2=CC=C(C(OC)=C2)OC)C(=O)C(C=1OCC)=O,MCULE-1116660781,H20P140,277.276,1.4420999999999995,1.0,6.0,73.86000000000001,0.8053845893889721,6.0
388,C(=O)(N1CCCC1)C1CC2(CN1C)CCN(CC2)CC1C=CC=C(OC)N=1,MCULE-4114250057,H27P190,372.5130000000001,1.9989,0.0,5.0,48.91000000000001,0.8091029985568017,4.0
389,C12=CC(OC)=C(C=C1N=CC(C#N)=C2N1CCC(CC1)C(=O)N1CCC(CC1)CC1C=CC=CC=1)OC,MCULE-4144180895,H37P480,498.6270000000004,4.821380000000004,0.0,6.0,78.69,0.4848556850175679,6.0
390,ClC1C2=C(C=C(C=C2Cl)Cl)SC=1C(NC1=NOC=C1)=O,MCULE-8503343414,H20P500,347.61,5.101800000000002,1.0,4.0,55.13,0.7012171344963409,2.0
391,C12C(=O)NCC(C3C=CC=C(OC)C=3)CC=1NC(C1=CC=C(C=C1)CO)=N2,MCULE-2774981748,H27P260,363.417,2.647300000000001,3.0,4.0,87.24,0.665007098358794,4.0
392,C12SC3=C(CCCC3)C=1CN(C(C1=CC(F)=CC(F)=C1)C1=CC=CN21)C(=O)NC1=CC=CC=C1,MCULE-7965330402,H34P600,475.56400000000014,6.832900000000005,1.0,3.0,37.27,0.3388846111375365,2.0
393,C1(OC=C(C(=O)C=1)OCC1=CC=CC=C1F)C(=O)NC1=C(C=CC=C1F)F,MCULE-1318074151,H27P380,375.302,3.8884000000000016,1.0,4.0,68.53999999999999,0.7347355741522686,5.0
394,O=C1N2[C@@]3(C4C=CC=CC=4C[C@@]3(O[C@@]2(C)CCC1)[H])[H],MCULE-2433287942,H18P240,243.3059999999999,2.4113000000000007,0.0,2.0,29.540000000000003,0.7000108511414911,0.0
395,N(C(=O)C1CCN(CC1)C1=CC=C(C=N1)N1C=CC=C1)C1C(C)=CC(=CC=1C)C,MCULE-4652894962,H29P460,388.5150000000002,4.6526600000000045,1.0,4.0,50.16,0.7075731532028812,4.0
396,N1(CCN(CC(O)C1)C1CCOCC1)C(=O)CC1C=CC=CC=1,MCULE-5759734433,H23P090,318.4169999999999,0.9131999999999998,1.0,4.0,53.01,0.9001287218215861,3.0
397,[C@H]1(O)[C@@H](CCC[C@H]1N(C)C(COC)=O)N1CCOCC1,MCULE-3705696101,H20M000,286.37200000000007,-0.2945999999999986,1.0,5.0,62.24000000000001,0.7690422108490402,4.0
398,C1(NC(=O)C2=C(C)ON=C2C2=CC=CC=C2Cl)C(=O)OC2C(=CC=CC=2)C=1NC1CCCC1,MCULE-5827391509,H33P600,463.92100000000033,6.016620000000005,2.0,6.0,97.37,0.3512433885999388,5.0
399,N1(C2C=CC=CC=2C(=O)OC2C=CC(=CC=2)N(=O)=O)C(=O)C2C(=CC=CC=2)C1=O,MCULE-5788488108,H29P360,388.33500000000015,3.614600000000003,0.0,6.0,106.82,0.2221411133244077,4.0
400,C12N=C(C3CC3)C=C(C(F)F)N1N=CC=2C(=O)N1CCCCCC1C1C=NN(C)C=1,MCULE-7599816774,H30P400,414.46000000000026,4.035300000000003,0.0,6.0,68.32000000000001,0.6463312989022161,4.0
401,S1C(C2C=CC(=CC=2)C)=NN=C1NC(=O)C1C=CC(=C(C=1)N(=O)=O)Cl,MCULE-7573039273,H25P430,374.8090000000001,4.327420000000002,1.0,6.0,98.02,0.5410456371934975,4.0
402,N1C(SCC(=O)NCC(C)C)=NN=C1NN=C(C)C1=CC=CS1,MCULE-7995007083,H23P250,352.4890000000001,2.5666,3.0,7.0,95.06,0.3854823077931189,8.0
403,S(=O)(=O)(C1=CC=C(C)C=C1)N(CC(O)=O)C1=CC=CC(Cl)=C1Cl,MCULE-1163207627,H23P350,374.245,3.5817200000000025,1.0,3.0,74.68,0.8682202118247966,5.0
404,N1(CC(CC1=O)CC(C)C)C1(CCSCC1)C(=O)NCC1=CC=CN=C1,MCULE-1804962588,H26P280,375.538,2.858200000000002,1.0,4.0,62.3,0.8304471153013555,6.0
405,C12(CCCN(CC3C=CC(=CC=3)F)C1=O)CCN(C(=O)CN1C=CC=N1)C2,MCULE-6220639860,H27P200,370.4280000000001,2.0635,0.0,4.0,58.440000000000005,0.8278526970815058,4.0
406,C12(CC3=CC=CC=C3)COC(=O)N1CCN(CC1C=CC=CC=1C#N)C2,MCULE-3601235745,H26P280,347.418,2.807580000000001,0.0,4.0,56.57,0.8533471661600909,4.0
407,S1C(C2CCC2)=NN/C/1=N\C(=O)C1C=CC=CC=1OC,MCULE-4397973140,H20P240,289.36000000000007,2.4884000000000004,1.0,4.0,67.34,0.9435853724757318,3.0
408,C1(C(F)(F)F)(NC(=O)C(C)(C)C)C(=O)N(C2CC(C)(C)CC(=O)C1=2)CC1=CC=CC=C1,MCULE-4103930500,H31P410,436.4740000000002,4.135400000000003,1.0,3.0,66.48,0.7747622586710559,3.0
409,N1(CCNC(=O)C(CC2C=CC=C(C3C=CC=CC=3C)C=2)C1)C(C1CCCC1)=O,MCULE-7991993027,H29P390,390.5270000000003,3.9693200000000033,1.0,2.0,49.41,0.8587707435036481,4.0
410,C1(=C(C)NC(C(C#N)=C1)=O)C(=O)N1CCCCC1CCC1=CC=C(C=C1)O,MCULE-6074709082,H27P280,365.4330000000001,2.888100000000002,2.0,4.0,97.19,0.8704165213384154,4.0
411,C1(C(O)=O)CC1C1CCOC1,MCULE-2394197033,H11P070,156.18099999999998,0.7436,1.0,2.0,46.53,0.6411348072659633,2.0
412,C1(N2CCOCC2)C=C(C2CCN(CC2)C(CCC2(C)CC2)=O)N=C(C)N=1,MCULE-8474679363,H27P290,372.51300000000015,2.9079200000000016,0.0,5.0,58.56,0.7953571982959442,5.0
413,C12N(CC(OCC)=O)C(=C(CC)N1C1=C(N(C)C(N(C)C1=O)=O)N=2)C1=CC=CC=C1,MCULE-7967326534,H30P140,409.4460000000001,1.478899999999999,0.0,9.0,92.53,0.4657099106660377,5.0
414,N1(CC)C(SCC(=O)NN=CC2=CC=CC(=C2)OC2=CC=CC=C2)=NN=C1C1C=CC(=CC=1)C,MCULE-2736306653,H34P500,471.5860000000002,5.308120000000004,1.0,7.0,81.4,0.2032919077390608,9.0
415,COC1=C(Cl)C=C(NC(C2=CC(S(N3CCOCC3)(=O)=O)=CC=C2)=O)C=C1,MCULE-4772377969,H27P260,410.8790000000002,2.6218000000000004,1.0,5.0,84.94,0.8185334933805695,5.0
416,N1C(C)=NNC=1C1CCN(CC1)C(=O)C1CSC(C(=O)N1)(C)C,MCULE-7208816841,H23P080,337.449,0.8293199999999992,2.0,5.0,90.98,0.8339998731182354,2.0
417,N12C(C3C=CC(OC)=CC=3)=NN=C1SC(C1=CC=C(OC)C=C1)N2,MCULE-3248098896,H24P330,340.4080000000001,3.3103000000000007,1.0,7.0,61.2,0.7861501428744305,4.0
418,CC1S(=O)(=O)CCN(S(C2=CC(Cl)=C(F)C=C2)(=O)=O)CC1,MCULE-2081455257,H21P160,355.84000000000015,1.6768000000000003,0.0,4.0,71.52000000000001,0.808754973862537,2.0
419,C(=O)(C1=CC=C(C=C1)OCCCCC)OC1C=CC(=CC=1)C(OCCC1=CC=CC=C1)=O,MCULE-5625914720,H32P500,432.5160000000001,5.874300000000006,0.0,5.0,61.830000000000005,0.2152619243300323,11.0
420,Cl[H].C1(=CC=C(C=C1F)N)N1CCCC1,MCULE-9487500838,H13P200,216.68699999999995,2.4299,1.0,2.0,29.26,0.7310591588368922,1.0
421,C=CCCCCCCBr,MCULE-6451772855,H09P350,191.112,3.517800000000003,0.0,0.0,0.0,0.3420273514384572,6.0
422,C1([C@H](C2C=CC=CC=2)COC1=O)C(=O)C[C@H](C)C1C=CC=CC=1,MCULE-6812938631,H23P370,308.37699999999995,3.706100000000003,0.0,3.0,43.370000000000005,0.6245536357618754,5.0
423,CN1C2C(=CC=CC=2NC(N2CCN(C(C(N3CCOCC3)=O)=O)CC2)=O)C=C1,MCULE-3328159746,H29P070,399.4510000000002,0.7132000000000003,1.0,5.0,87.12,0.7159702111627002,1.0
424,[C@H](N)(C1C=CC=CC=1)[C@@H](N)C1C=CC=CC=1,MCULE-7136060329,H16P230,212.296,2.386400000000001,2.0,2.0,52.04,0.8203719667315249,3.0
425,C1(CSCC(NC)=O)=C(C=CC=C1Cl)Cl,MCULE-9310887523,H15P290,264.177,2.972600000000001,1.0,2.0,29.1,0.9053605112850402,4.0
426,C1(C=CC=CC=1Cl)COC1C=CC=C(CNCCC2C=CC(=CC=2)Cl)C=1.Cl,MCULE-5707235859,H26P500,422.7830000000001,6.326500000000005,1.0,2.0,21.26,0.4284134000652872,8.0
427,S(=O)(=O)(N1CCCCC1)C1C=CC(=C(Cl)C=1)OCC(=O)NC1C=CC=CC=1C(OC)=O,MCULE-5081950840,H31P330,466.94300000000027,3.318700000000001,1.0,6.0,102.01,0.6278509276173332,7.0
428,C(=O)(N1CCCC(N(CCO)C)C1)C,MCULE-9437858924,H14M000,200.282,-0.0786000000000006,1.0,3.0,43.78,0.6928436506828111,3.0
429,C1(=NN=CS1)NC(=O)C(=O)NC1C=CC=C(OC)C=1,MCULE-2541082110,H19P110,278.293,1.1239,2.0,6.0,93.21,0.820681437291078,3.0
430,C1(N(=O)=O)C=C(N(CS(=O)CC(OCC)=O)N=1)C,MCULE-7586974300,H18P030,275.28599999999994,0.3690199999999997,0.0,7.0,104.33,0.4217313272178973,6.0
431,Cl.C1(Cl)C=C(Cl)C=CC=1COC1=CC=C(C=C1OC)CNC(C)(C)CO,MCULE-7763517673,H25P440,420.7640000000002,4.863300000000005,2.0,4.0,50.72,0.6399112719780609,8.0
432,N1(CCC(=O)N2CCCCC2)C(=O)C(SC1=S)=CC1=CC=CC=C1F,MCULE-4300386967,H25P340,378.494,3.4295000000000018,0.0,4.0,40.620000000000005,0.5945534207903636,4.0
433,C1(CC2C=CC=NC=2)(CC1)C(O)=O,MCULE-1092823094,H13P140,177.20299999999995,1.4889,1.0,2.0,50.190000000000005,0.7604977103016103,3.0
434,C1(=CC=CC2OCOC1=2)CN1CCCC(C1)CCC(=O)NCC1=CC=CC=C1F,MCULE-9863781928,H29P380,398.47800000000007,3.863000000000002,1.0,4.0,50.8,0.7694942440745445,7.0
435,C1(C(NCCC2=CN=NN2)=O)NN=C(C2=CC=C(C=C2)Cl)C=1,MCULE-6263501531,H22P180,316.75200000000007,1.8207,3.0,4.0,99.35,0.6682146900788906,5.0
436,S(=O)(=O)(NCC(N(C)C)C1=CC=CO1)C1=CC=C(O1)C1ON=C(C)C=1C,MCULE-6686967315,H26P270,379.4380000000002,2.725640000000001,1.0,7.0,101.72,0.6732292003969661,7.0
437,C12N=C(O)CC(C3C=CC(=C(OCC(N)=O)C=3)OC)C=1SC(N1CCOCC1)=N2,MCULE-6365278152,H29P190,418.4750000000002,1.976,2.0,8.0,119.5,0.7359306827554315,6.0
438,C12N(C)N=CC=1C(=NC(CC)=N2)N[C@@H](C)C1=C(C=CC=N1)C,MCULE-1415163648,H22P280,296.37800000000004,2.802220000000001,1.0,6.0,68.52000000000001,0.8014794190726274,4.0
439,C1(C=C(ON=1)C)C(=O)NC1=C(O)C=CC(Br)=C1,MCULE-1240440646,H17P270,297.108,2.7034200000000004,2.0,4.0,75.36,0.8356596928825565,2.0
440,O=C(C1SC=CC=1)NC1CC2(CCCC2)OCC1,MCULE-3331356916,H18P290,265.378,2.9697000000000013,1.0,3.0,38.33,0.8924827191372066,2.0
441,C1(N2CCOCC2)N=CC(=CN=1)C(=O)N1CCN(CC1)C1N=CC=CN=1,MCULE-6969759439,H26P000,355.4020000000001,0.0656000000000005,0.0,8.0,87.58,0.7641533888559314,3.0
442,COC1=CC(OC)=C(NC(C2SC(C3SC4=C(C=CC=C4)N=3)=CC=2)=O)C=C1,MCULE-6489676814,H27P500,396.49300000000005,5.294300000000004,1.0,6.0,60.45,0.4975900875084772,5.0
443,N1(C(C)=O)C(C2C=CC(=CC=2)Cl)OC(C2C=CC(=CC=2)N(=O)=O)=N1,MCULE-6806864477,H24P340,345.7420000000001,3.487300000000003,0.0,5.0,85.04,0.6291791107188818,3.0
444,N1=C(C=CN=C1C1C=CC=C(C)C=1)NC1C=CC(=CC=1)C(NCCCOCC)=O,MCULE-6481110005,H29P430,390.48700000000025,4.352020000000003,2.0,5.0,76.14000000000001,0.5313016454948721,9.0
445,C1(NC2=C(C=CC=C2)N=1)SC1=CC=C(C=NC2C=CC3=C(OC4=C3C=CC=C4)C=2)O1,MCULE-2109472756,H30P600,409.47000000000014,6.957100000000004,1.0,5.0,67.32,0.3196917069895182,4.0
446,C1(COC(=O)C2=CC=C(C(Cl)=C2)Cl)C(C2=CC=CC=C2)=NN(C)C=1Cl,MCULE-2886728634,H25P500,395.673,5.404300000000004,0.0,4.0,44.12,0.5552023245998793,4.0
447,N1(C(=O)CCN2N=CC3C=CC(Cl)=CC2=3)CC(CCC1)C,MCULE-4962055382,H21P330,305.80900000000014,3.338300000000002,0.0,3.0,38.13,0.8720553426253835,3.0
448,S(=O)(=O)(C1=CC=C(C=C1)C(=O)NC1CC1)N(C)CC1C=CN=CC=1C,MCULE-8997822589,H25P210,359.4510000000001,2.10292,1.0,4.0,79.37,0.8565797286000337,6.0
449,FC1C(NC(N2CCN(C(C(N3CCCC3)=O)=O)CC2)=O)=CC=CC=1Cl,MCULE-7372768692,H26P170,382.8230000000001,1.7775999999999996,1.0,3.0,72.96000000000001,0.7523404611567172,1.0
450,N1(C)C(=O)COC2=CC=C(C=C12)NC(=O)C1COC2=C(C=CC=C2OC)C1,MCULE-9624278059,H27P220,368.3890000000001,2.2402,1.0,5.0,77.10000000000001,0.8991368968487027,3.0
451,N1(CC2=CC=CC=C2)C(=O)C2=NC3C=C(C)C(=CC=3N=C2N=C1O)NC(=O)C(F)(F)F,MCULE-1619245221,H31P290,429.35800000000006,2.9028200000000006,2.0,7.0,110.0,0.4848744924730594,3.0
452,O=C(C1=NN(C2=CC=CC=C2)N=C1)NCCCN1CCCCCC1,MCULE-1713583567,H24P220,327.4320000000002,2.2632000000000003,1.0,5.0,63.05,0.8268231984555664,6.0
453,N1=C(N)C=NC(Br)=C1C,MCULE-6800789031,H09P110,188.028,1.12972,1.0,3.0,51.8,0.6633036649049651,0.0
454,C1(NC(=O)C2=CC=CN=C2)SC(=C(C2=CC=C(C(C)=C2)C)C=1C(N)=O)C,MCULE-4816362762,H26P400,365.45800000000014,4.086560000000002,2.0,4.0,85.08000000000001,0.7301909889911045,4.0
455,C1(=NNC(NC(=O)C2=CC=CC=C2F)=C1Br)C1C=CC(C(C)(C)C)=CC=1,MCULE-8889128056,H26P500,416.29400000000015,5.528100000000004,2.0,2.0,57.78,0.5901793342821308,3.0
456,CN(CC1=NC=CN=C1)CC(NCCC1CCCCC=1)=O,MCULE-1180790651,H21P190,288.395,1.9150999999999991,1.0,4.0,58.120000000000005,0.7787664916521183,7.0
457,N1(C2CCCCC2)C(N(O)C(=O)NC2CCCCC2)C(N(CCC2C=CC(=CC=2)F)C1=O)(C)C,MCULE-8487595935,H34P500,474.62100000000027,5.276700000000005,2.0,3.0,76.12,0.4352368757653966,6.0
458,N1(CC2=CC=C(C)O2)C(=O)CCC1C(=O)N1CC(C)OC(C)C1,MCULE-1546111405,H23P170,320.38900000000007,1.71482,0.0,4.0,62.99000000000001,0.8504856346629316,3.0
459,CN1C(CN2CCN(S(N)(=O)=O)CC2)=CN=C1,MCULE-5473037952,H17M100,259.335,-1.2587999999999977,1.0,5.0,84.46,0.7341654470681099,3.0
460,N(C(CCCC(=O)NC1C=CC=CC=1OCC(C)C)=O)C1C=CC=CC=1OCC(C)C,MCULE-4920118164,H31P500,426.5570000000002,5.503700000000006,2.0,4.0,76.66000000000001,0.4695307204521291,12.0
461,C1(=CC(=C(CC)O1)CN1CCCC1)C(=O)N(C)CC1C=C(ON=1)C1C=CC=CC=1,MCULE-6760649218,H29P430,393.487,4.365000000000004,0.0,5.0,62.720000000000006,0.5965930141896658,7.0
462,Cl.N1(CC(C)CC(C)C1)CCC(=O)NC1=CC=C2C(OCO2)=C1,MCULE-5114426665,H22P270,340.8510000000001,3.143600000000001,1.0,4.0,50.80000000000001,0.9144461480198116,4.0
463,O=C(OCC)N1C2CNCC=2C(NC(=O)C2C=CC(N3CCN(C)CC3)=CC=2)=N1,MCULE-7034198557,H29P140,398.4670000000002,1.4949999999999997,2.0,8.0,91.73,0.8062883999732551,4.0
464,C(=O)(NC1C=CC(=CC=1)Cl)NC1=CC=C(C=C1Cl)Cl,MCULE-1031947593,H19P500,315.587,5.290800000000001,2.0,1.0,41.13,0.7763463610501176,2.0
465,O1CCN(CCCNC2=C(N(=O)=O)C=C(N(=O)=O)C=C2N(=O)=O)CC1,MCULE-2080084405,H25P150,355.3070000000002,1.5453999999999997,1.0,9.0,153.92,0.4151082313003114,8.0
466,O=C(NC1SN=C(C2=CC=CC=C2)N=1)CCC(C1SC=CC=1)=O,MCULE-8151806676,H23P380,343.43300000000005,3.8682000000000025,1.0,6.0,71.95,0.6897434003433442,6.0
467,C12C(=O)N(CC3C(=CC=CC=3Cl)F)C=NC=1SC(C1ON=C(C3=CC=CC(C)=C3)N=1)=C2C,MCULE-2784117307,H32P500,466.9250000000002,5.632640000000004,0.0,7.0,73.81,0.3427855320600898,4.0
468,C1(=O)O[C@@H](C)CCCC(CCCC=CC2=CC(OCC3=CC=CC=C3Cl)=CC(O)=C12)=O,MCULE-6573358560,H31P600,442.93900000000014,6.106400000000006,1.0,5.0,72.83000000000001,0.5805753875511064,3.0
469,C(C1C=CN=CC=1)(=O)N1CCC(CC1)(CC1=CC=C(C=C1)C1=CC=CS1)C(N)=O,MCULE-7561511644,H29P370,405.523,3.760500000000002,1.0,4.0,76.28999999999999,0.7021266717311013,5.0
470,C1(C2CCCCN2C(C)=O)N=C(C)C=C(C2C=CC(=CC=2)C(O)=O)N=1,MCULE-7078626749,H25P320,339.39500000000004,3.223720000000001,1.0,4.0,83.39,0.9280406045764508,3.0
471,BrC#CCCCCCCCCC(N)=O,MCULE-8208145331,H14P290,260.1749999999999,2.9483,1.0,1.0,43.09,0.5288413522607865,8.0
472,C(=O)(C1C=CC(=CC=1)C)NC1C=CC=C(C=1)C(OCC)=O,MCULE-5415400687,H21P340,283.327,3.4240200000000014,1.0,3.0,55.4,0.8746128413155104,4.0
473,C1C=C(C=CC=1C)NC(=O)N1CCSC21C(=O)N(C(C)C)C1C2=CC=CC=1,MCULE-6953777074,H27P410,381.5010000000001,4.183720000000004,1.0,3.0,52.650000000000006,0.8488623267033969,2.0
474,FC1=CC(CNC(CC(F)(F)F)=O)=CC=C1,MCULE-1486505966,H16P230,235.18,2.3943000000000003,1.0,1.0,29.1,0.800593759816482,3.0
475,C12=C3C=CC=C1C(=CC=C2CC3)C=CC(O)=O,MCULE-3815705229,H17P300,224.259,3.036200000000001,1.0,1.0,37.3,0.7959415328540502,2.0
476,C1(C(=O)NC(C)C2=CC=CO2)C(OC)=CC(N2CCN(C(=O)CC3C=CC(=CC=3)SC)CCC=12)=O,MCULE-6553363094,H35P320,495.60100000000034,3.2902000000000013,1.0,7.0,93.78,0.5058345514450817,7.0
477,C1(CO)C(=CC=CC=1N)I,MCULE-1379099918,H10P130,249.051,1.3657,2.0,2.0,46.25,0.5827914080686722,1.0
478,C1(N(CC(C)C)CC2C=CC=CN=2)C=C(C2CCOC2)N=C(COC)N=1,MCULE-3043864065,H26P310,356.4700000000002,3.1845000000000017,0.0,6.0,60.370000000000005,0.7238887116653941,8.0
479,C1(=CN=CN=C1CC1CCN(CC1)C(=O)CCC1C=CC=CC=1OC)C(N)=O,MCULE-6917836886,H28P190,382.46400000000006,1.998,1.0,5.0,98.41,0.7896438621370382,7.0
480,N1(C2C=CC=CC=2)C(SCC(=O)NCC2C=CC=C(OC)C=2OC)=NN=C1C1C=CC=NC=1,MCULE-2447952079,H33P370,461.5470000000002,3.7550000000000026,1.0,8.0,91.16,0.3796396339850981,9.0
481,CN(C1CN(C(C2CCN(S(C3=CC=CC=C3)(=O)=O)CC2)=O)CC1)C,MCULE-7575722544,H25P120,365.49900000000025,1.2497999999999994,0.0,4.0,60.93,0.8057206011087262,4.0
482,C1(=CC=C(C2=CC=CC=C2)C=C1)C(CCCCCCCCCCC)=O,MCULE-8422842077,H25P700,336.5190000000001,7.457200000000006,0.0,1.0,17.07,0.2902599494172271,12.0
483,C1(=C(OC)C=CC(Cl)=C1)NC(COC(=O)C1=CC=C(C(F)=C1)C)=O,MCULE-4877777101,H24P350,351.7610000000001,3.5916200000000016,1.0,4.0,64.63,0.8359777742733598,5.0
484,C1C=C(OC(F)(F)C(F)F)C=C(CC(=O)O)C=1Cl,MCULE-9548723941,H18P320,286.60799999999995,3.203800000000001,1.0,2.0,46.53,0.845594564165034,5.0
485,N(C(C)(C)CN)C1C=NC=CC=1C,MCULE-8701556745,H13P150,179.26700000000002,1.5392199999999996,2.0,3.0,50.94,0.7396533887702363,3.0
486,C12=C(C)C(=CC=C1C(=CC(=O)O2)CCCC)OCC1C=C2OCOC2=CC=1Cl,MCULE-1200085256,H28P500,400.85800000000006,5.405120000000004,0.0,5.0,57.900000000000006,0.5179336977702246,6.0
487,CC1=C(Cl)C=C(N2C3=NC4=C(N3C=C2C2=CC=CC=C2)C(=O)NC(=O)N4C)C=C1,MCULE-1284029595,H29P320,405.84500000000014,3.294020000000001,1.0,6.0,77.09,0.4892439079146854,2.0
488,CCCCCC(N1C(C2=CC=CC=C2)CSCC1)=O,MCULE-3706471880,H19P380,277.43300000000005,3.883400000000002,0.0,2.0,20.31,0.7611869404630963,5.0
489,N1C2C(=CC=CC=2N)C=CC=1N(C(C)C)C(C)C,MCULE-5854443127,H18P340,243.354,3.4402000000000026,1.0,3.0,42.15,0.8396060550003976,3.0
490,C1(=CC=C(C(C)N2CCCCC2)O1)C(=O)N1CCN(CC1)C1C(=CC=CN=1)C,MCULE-7704542345,H28P340,382.5080000000001,3.492320000000002,0.0,5.0,52.82000000000001,0.8101666523778758,4.0
491,N1C=CN(CCOC2=CC=C(C=C2)CN2CCCC(CC2)N)C=1,MCULE-4313059009,H23P220,314.43300000000005,2.2753,1.0,5.0,56.31,0.8885331806465615,6.0
492,COC1=CC=C(CN2C(=O)CC(C(NC3=CN=C(Cl)C=C3)=O)C2)C=C1,MCULE-6601437940,H25P270,359.8130000000001,2.730800000000001,1.0,4.0,71.53,0.833108727276967,5.0
493,C1(=NN=C(C2=CC=C(C=C2)S(C)(=O)=O)O1)NC(=O)C1=CC=C(C(OC)=C1)OC,MCULE-8139455524,H28P240,403.41600000000017,2.4096,1.0,8.0,120.62,0.6660278658361931,6.0
494,C1(=NOC(C)=C1C1OCCN=1)C1C(Cl)=CC=CC=1Cl,MCULE-3772942215,H19P370,297.141,3.733620000000002,0.0,4.0,47.620000000000005,0.8481342395002557,2.0
495,COC1C=CC(C(=O)C2C=CC=C(B3OC(C)(C)C(C)(C)O3)C=2)=CC=1,MCULE-8360761500,H25P320,338.21200000000005,3.2254000000000014,0.0,4.0,44.760000000000005,0.6342663982940822,4.0
496,N1(CC#CC)C(=O)C(NC1=O)(C1CCN(CC1)CC1=CC=CC=C1C)CCC1C=CC=CC=1,MCULE-2692854766,H33P410,443.5910000000001,4.153720000000003,1.0,3.0,52.650000000000006,0.5166120680628351,7.0
497,CC1C(C)C(NC(CN2[C@H](CO)C[C@H](F)C2)=O)CCC1,MCULE-4612760846,H20P130,286.3910000000001,1.3319999999999994,2.0,3.0,52.57,0.8196444890578436,4.0
498,C1(C(O)=CC(Cl)=C(C(C)=O)C=1)N(=O)=O,MCULE-1826351112,H14P210,215.592,2.1564,1.0,4.0,80.44,0.4656845242385927,2.0
499,N1(CC(C)(C)O)N=C(N=C1C1=CN=CN=C1)CC,MCULE-8146986661,H18P100,247.302,1.0684000000000002,1.0,6.0,76.72,0.8740645421177001,4.0
500,C(=O)(NC1CCCCC1)N1CCC(CC1)C(=O)NC1C=CC2=C(CCC2)C=1,MCULE-7734152628,H27P380,369.5090000000002,3.8681000000000014,2.0,2.0,61.440000000000005,0.8495834414277096,3.0
501,CC(C)(C)[C@@H]1COC(C2C3C=CC=CC=3C=CN=2)=N1,MCULE-1990845936,H19P340,254.33300000000003,3.426300000000002,0.0,3.0,34.480000000000004,0.7810714079235411,1.0
502,N1C(C2CCCC2)=NOC=1C(CCSC)N,MCULE-7502021634,H16P240,241.36,2.4801,1.0,5.0,64.94,0.8575724163746778,5.0
503,CCCC(CS(N1C[C@@H](O)CC1)(=O)=O)C,MCULE-6400740392,H15P080,235.349,0.819,1.0,3.0,57.61,0.7672506205527386,5.0
504,COC1=CC(CNC(C2=NN(C3=CC=C(F)C=C3)C(C)=N2)=O)=CC=C1,MCULE-8536165381,H25P260,340.35800000000006,2.653420000000001,1.0,5.0,69.03999999999999,0.7751931357345365,5.0
505,C1(C2OCCN(C(=O)C3C=CC(=C(OCCCN)C=3)OC)C2)=NN=NN1C.Cl,MCULE-5843618934,H27P010,412.8780000000001,0.5818000000000001,1.0,9.0,117.62,0.6560101347314025,7.0
506,COC1=NN=C(C(NC2=C(SC(F)F)C=CC=C2)=O)C=C1,MCULE-8199124125,H21P300,311.31300000000005,3.052200000000001,1.0,5.0,64.11000000000001,0.8598535971123191,5.0
507,Cl.C1(CNCC2=CC=CO2)C=C(Br)C=C(Br)C=1OC,MCULE-6911588396,H18P410,411.5210000000001,4.524800000000003,1.0,3.0,34.400000000000006,0.7853531132872514,5.0
508,S(C1C=CC=CC=1)(=O)(=O)NC(C)(C)CSC1=NN=C(NC2=CC=CC=C2)S1,MCULE-2637322166,H27P410,420.585,4.130900000000002,2.0,7.0,83.98,0.5331984639418722,8.0
509,S(C1C=CC=CC=1)(=O)(=O)NN=CC1=CC=C(C=C1)OCC1C=CC(=CC=1)N(=O)=O,MCULE-9023779759,H29P340,411.4390000000002,3.486200000000003,1.0,6.0,110.9,0.3464959285787817,8.0
510,C1(=CC2=CC=CC=C2OCC)C(=O)NN(C2C=CC(=CC=2)Br)C1=O,MCULE-7378869737,H24P330,387.233,3.309200000000001,1.0,3.0,58.64,0.6470933253999216,4.0
511,N(CC1CCCO1)(CC1=CC=CC(OCCC2=CC=CS2)=C1)C(COC)=O,MCULE-8761678175,H27P350,389.51700000000017,3.5236000000000027,0.0,5.0,48.0,0.6237848695541529,10.0
512,C(COC1=CC=C(C=C1)F)(=O)NN=CC(C)=CC1C=CC=CC=1,MCULE-9824753363,H23P340,312.344,3.410000000000002,1.0,3.0,50.69,0.6562389265855748,6.0
513,CNS(C1=C(F)C=C(I)C=C1)(=O)=O,MCULE-6096919769,H13P130,315.1070000000001,1.3384,1.0,2.0,46.17,0.8373671620062126,2.0
514,C123CCN4CC5=CCOC([H])(CC(O)=O)C(C5CC14)([H])C2([H])NC1C3=CC(=O)C(C=1N(=O)=O)=O,MCULE-1012009434,H31P000,427.4130000000002,0.0350000000000008,2.0,8.0,139.08,0.2099671571462836,3.0
515,C1(C=C(C=C(C(F)(F)F)C=1)C(F)(F)F)C1N=NN(C(C)C(=O)NNC(=O)C)N=1,MCULE-5329527270,H28P210,410.2780000000001,2.1059999999999994,2.0,6.0,101.8,0.5962965318376118,3.0
516,C1(C(=O)N2CCN(CC2)C2C=CC=CN=2)N=NN(C2C=CC=CC=2Br)C=1C,MCULE-7834326577,H27P260,427.30600000000015,2.695620000000001,0.0,6.0,67.15,0.6433110806283694,3.0
517,C1(COC(=O)NC(C2=CC=C(C=C2)Cl)CC(O)=O)C2C=CC=CC=2C2C=CC=CC=21,MCULE-2397934451,H30P500,421.8800000000001,5.394500000000004,2.0,3.0,75.63,0.5587655359329631,6.0
