,protein_name,compound_name,smiles,pocket_name,pocket_com,affinity
3187,6dlo,,[I-].C1(=O)CCC(=O)N1OC(=O)CCC[N+](C)(C)C,protein_center,"-18.041,-13.011,7.779",1.281681
3188,6dlo,,C1(SC=C(C(C)(C)C)N=1)NC(=O)CN(CC)[C@H]1COC[C@@H]1O,protein_center,"-18.041,-13.011,7.779",2.7221622
3189,6dlo,,N1C(C2C=CC(=CC=2)F)=CSC=1C(C#N)=CNC1C=CC(=CC=1N(=O)=O)F,protein_center,"-18.041,-13.011,7.779",5.6380606
3190,6dlo,,S(C)(=O)(=O)N1C[C@@H]([C@H](C1)NC(=O)C1=CN=C(C=N1)O)CCC,protein_center,"-18.041,-13.011,7.779",2.8925722
3191,6dlo,,N1(C2C=C(C)C=C(C)C=2)C(=O)C2SC=CC=2N=C1SCC(=O)NCC1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",4.6157117
3192,6dlo,,S(=O)(=O)(NCC1=CSC(C)=N1)C1=CC=C2C(=C1)OC(N2)=O,protein_center,"-18.041,-13.011,7.779",2.4094822
3193,6dlo,,C1(N(=O)=O)=C(N2CCOCC2)C=CC(=C1)C=NOCC1C=CC(C(F)(F)F)=CC=1,protein_center,"-18.041,-13.011,7.779",5.034788
3194,6dlo,,N(C(=O)C1C=CC(=CC=1)OCCC(C)C)C(=S)NC1C=CC=C(C=1)C(=O)NC1CCCCC1,protein_center,"-18.041,-13.011,7.779",5.4879885
3195,6dlo,,C12N=C(C)C=C(C)N1N=C(C)C=2C(=O)N1CC[C@@H]2[C@@H](CCC(=O)N2CCNC)C1,protein_center,"-18.041,-13.011,7.779",2.6280427
3196,6dlo,,COCC(N[C@@H]1C(=O)N2[C@@H](C[C@H](NC(NC(C)C)=O)C2)CN(CC2C=NC=CC=2)C1)=O,protein_center,"-18.041,-13.011,7.779",3.554143
3197,6dlo,,C1(C2=CC=C(C=C2OC)OC)NC2=C(C3C=C(I)C=CC=3C3=CC=CC=C23)N=1,protein_center,"-18.041,-13.011,7.779",5.9987297
3198,6dlo,,C1(OCCOC2C=CC(=CC=2)C=O)C=C(CC)C=C(C)C=1,protein_center,"-18.041,-13.011,7.779",4.085906
3199,6dlo,,N1C=NNC=1SCCNC(CCC1SC=NC=1C)=O,protein_center,"-18.041,-13.011,7.779",2.27079
3200,6dlo,,O=C(N1CCCCCC1)CN1CCN(C(NC2N=CC=CC=2)=O)CC1,protein_center,"-18.041,-13.011,7.779",3.2634323
3201,6dlo,,C1(C(OCCN(CC)CC)=O)=CC2=C(C=CC=C2)O1,protein_center,"-18.041,-13.011,7.779",2.9688022
3202,6dlo,,N1(CCOC2=CC=CC=C12)C(CCC(=O)NCC1=CC=CC(F)=C1)=O,protein_center,"-18.041,-13.011,7.779",3.1564639
3203,6dlo,,N1(C=CC=C1CO)C1C=CC(=CC=1)OCC,protein_center,"-18.041,-13.011,7.779",2.7532232
3204,6dlo,,COC1=CC(F)=C(C(NCC2=CC=C(CN3CCCCC3)C=C2)=O)C=C1,protein_center,"-18.041,-13.011,7.779",4.2557187
3205,6dlo,,N(=CC1=CC(OC)=C(C=C1Br)OCC1C=CC=CC=1)N(C1C=CC=CC=1)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",5.2926083
3206,6dlo,,N1(CCC2=C(C=C(C(OC)=C2)OC)C1)C1CCN(CC1)CCN1CCCC1=O.OC=O,protein_center,"-18.041,-13.011,7.779",2.2448
3207,6dlo,,CC1=C(C)C2=C(C=CC(C(OCCN3N=CN=C3)=O)=C2)N1,protein_center,"-18.041,-13.011,7.779",2.7079635
3208,6dlo,,N(=O)(=O)C1=CC=CC=C1C(=O)NNC(=S)NC(=O)C1C=CC(=C(Br)C=1)OC(C)C,protein_center,"-18.041,-13.011,7.779",4.3661637
3209,6dlo,,N(=O)(=O)C1=CC=CC(CNCC2=CC=CS2)=C1.Cl,protein_center,"-18.041,-13.011,7.779",2.8588
3210,6dlo,,CN1C2=C(C(NC(N3CCC(NC(C4CCCCC4)=O)CC3)=N2)=O)C=N1,protein_center,"-18.041,-13.011,7.779",4.205021
3211,6dlo,,C12OC3=C(C=CC=C3)C=1N=C(SCC(=O)NC1=CC=C(C(C)=C1)C)N(C1=CC=CC(OC)=C1)C2=O,protein_center,"-18.041,-13.011,7.779",5.2523108
3212,6dlo,,C(C#N)(C(OCC)=O)=CN1CCN(CC1)C1C(C)=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",4.1292686
3213,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)N1CCCC1=O)NCC1C=CC(=CC=1)N1CCOCC1,protein_center,"-18.041,-13.011,7.779",3.2326894
3214,6dlo,,N1(C2CCCCC2)C(=O)NC(C(=CC2=CC=C(C3=C(Cl)C=CC(C(O)=O)=C3)O2)C1=O)=O,protein_center,"-18.041,-13.011,7.779",4.476631
3215,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)NC(=S)NC(C1=CC=CC=C1)=O)NC1N=C(C)C=C(C)N=1,protein_center,"-18.041,-13.011,7.779",4.0717173
3216,6dlo,,CC1C(NC(N2C(CC3CCCCC3)CCC2)=O)=C(C)ON=1,protein_center,"-18.041,-13.011,7.779",3.6215568
3217,6dlo,,FC(F)(F)C1=CC=CC=C1CC(=NO)C,protein_center,"-18.041,-13.011,7.779",3.1951942
3218,6dlo,,COC1=C(OC)C=C(CCNC(C2=C(C(F)(F)F)C=CC=N2)=O)C=C1,protein_center,"-18.041,-13.011,7.779",3.377297
3219,6dlo,,Cl.N(CC1=CC=C(C(OC)=C1)OCC1C=CC=CC=1)C(C1C=CC=CC=1)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.702318
3220,6dlo,,C1(CO)=C(Cl)C=NC(Cl)=C1Cl,protein_center,"-18.041,-13.011,7.779",1.771029
3221,6dlo,,N(=O)(=O)C1C=CC=C(C=1)C(=O)NC1C=C(C)C=C(C)N=1,protein_center,"-18.041,-13.011,7.779",4.51612
3222,6dlo,,C12NC(=O)CC(C3C=CC(=C(OC)C=3)OCC(C)C)C=1SC=C2C1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",4.7423296
3223,6dlo,,CC1=C(NC(CCC2ON=C(C3=CSC=C3)N=2)=O)C(Cl)=CC=C1,protein_center,"-18.041,-13.011,7.779",4.3232584
3224,6dlo,,C(=O)(C1=CC=CC(OCCC(C)C)=C1)NC1C=CC=C(F)C=1,protein_center,"-18.041,-13.011,7.779",4.656255
3225,6dlo,,O=C(N1C(C2OC(C3SC=CC=3)=NN=2)COCC1)C1C2C1CCCC2,protein_center,"-18.041,-13.011,7.779",2.7790833
3226,6dlo,,S(=O)(=O)(C1=CC=CC(=C1)C(=O)N(C)CC1SC=CN=1)N1CCCC1C,protein_center,"-18.041,-13.011,7.779",4.335658
3227,6dlo,,S(=O)(=O)(CC1C=CC(=CC=1Cl)Cl)N1CCC(CC1)C(=O)NCC1C=CN=CC=1,protein_center,"-18.041,-13.011,7.779",4.4737406
3228,6dlo,,C(=O)(C1C=CN=C(C2C=CC(=CC=2)N2C=CC=N2)C=1)N1CCN(CC1)C,protein_center,"-18.041,-13.011,7.779",4.3802056
3229,6dlo,,C12C=CC(C)=CC=1N=CNC2=O,protein_center,"-18.041,-13.011,7.779",3.1161375
3230,6dlo,,N1(C(C)C(=O)NCC2=CC=CC=C2)C(C)=C(C(C(F)(F)F)=N1)Br,protein_center,"-18.041,-13.011,7.779",2.3000803
3231,6dlo,,[C@H]1(O)[C@@H](CCCC[C@H]1NC(CCC1C=CC=NC=1)=O)OC1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",3.3519058
3232,6dlo,,C12C=C(O)C3=C(C=CC=C3)C=1OC=C2C(C)=O,protein_center,"-18.041,-13.011,7.779",1.5437479
3233,6dlo,,S(=O)(=O)(NC1=C(C)C=CC=C1C)C1=CN(C(=C1)C1=NC(=C(C(=O)N2CCCCC2)S1)C)C,protein_center,"-18.041,-13.011,7.779",4.3583126
3234,6dlo,,C12=C(O)C=C(C=C1OC(CC2=O)(C)C)OCC(=O)NC1C=CC2=C(OCO2)C=1,protein_center,"-18.041,-13.011,7.779",3.1976182
3235,6dlo,,CN1C(C2ON=C(C)N=2)CN(C(C2CC3C(=CC=C(C=3)Cl)OC2)=O)CC1,protein_center,"-18.041,-13.011,7.779",3.0970678
3236,6dlo,,O=C(OCC1=C(N2CCCCC2)C=CC=C1)CCC1ON=C(C2OC=CC=2)N=1,protein_center,"-18.041,-13.011,7.779",3.4137003
3237,6dlo,,C12NC3CCCC(=O)C=3C(C3=CC=C(C(O)=C3)O)N1N=C(SCC1=CC=C(C=C1)N(=O)=O)N=2,protein_center,"-18.041,-13.011,7.779",3.2027206
3238,6dlo,,C1(=CNN=C1C1=CC=CS1)CN1CCC2=C(C=CS2)C1CC,protein_center,"-18.041,-13.011,7.779",4.613413
3239,6dlo,,N1(C)C(CNC)=NN=C1SCC1CCCS(=O)(=O)C1,protein_center,"-18.041,-13.011,7.779",1.6384835
3240,6dlo,,C(=O)(C1C=CC(=CN=1)Cl)NC(CC)CN1C=CN=C1,protein_center,"-18.041,-13.011,7.779",3.5351143
3241,6dlo,,C12C=C(Cl)C=CC=1N=C(N=C2C1C=CC=CC=1)NC,protein_center,"-18.041,-13.011,7.779",4.7948275
3242,6dlo,,S(=O)(=O)(C1C=CC(=CC=1)C)C1C=NC2C(=CC(=CC=2)C)C=1N(CC)CC,protein_center,"-18.041,-13.011,7.779",5.0368586
3243,6dlo,,N1(CC(=O)NC2C=CC=C(Cl)C=2F)C=NC2C(=CN=C(C3=CC=C(C=C3)C)N=2)C1=O,protein_center,"-18.041,-13.011,7.779",5.249984
3244,6dlo,,S(=O)(=O)(C1=C(C)C=CC(F)=C1)N1CCC(C1)N(CCN1CCOCC1)S(C)(=O)=O,protein_center,"-18.041,-13.011,7.779",5.8583517
3245,6dlo,,C12COC3(CC=1N(N=C2C(=O)NCC1CC1)C)CCN(CC3)C(=O)CC1=CC=CC=C1F,protein_center,"-18.041,-13.011,7.779",4.6038866
3246,6dlo,,CC1(C(CC(N2CCC(NC(NC3CCCCC3)=O)CC2)=O)CCCC1)C,protein_center,"-18.041,-13.011,7.779",4.581593
3247,6dlo,,C(=O)(C1C=CC=CN=1)N(C)C(CC1C=CC=CC=1)C1CCN(CC1)C(=O)C1CCCC=1,protein_center,"-18.041,-13.011,7.779",4.9790764
3248,6dlo,,C12C(C)=C(SC=1N=CN(CC(=O)NCC(=O)NC1C(OC)=CC(=C(Cl)C=1)OC)C2=O)C,protein_center,"-18.041,-13.011,7.779",5.2189627
3249,6dlo,,ClC1OC(C(NC2=CC3=C(NC=C3)C=C2)=O)=CC=1,protein_center,"-18.041,-13.011,7.779",3.6248517
3250,6dlo,,O=C(C1C(NC2C(C(F)(F)F)=CC=CC=2)=CC=CC=1)O,protein_center,"-18.041,-13.011,7.779",3.088378
3251,6dlo,,CCCC(C(NCC1(OCCO1)C)=O)C,protein_center,"-18.041,-13.011,7.779",2.2424066
3252,6dlo,,CN(C(OC1=CC=C(C#N)C=C1)=O)C,protein_center,"-18.041,-13.011,7.779",3.0522962
3253,6dlo,,C1(=C(O)C2C=CC(=CC=2)OC(C)C)C(C2=CC=CS2)N(C(=O)C1=O)CCN1CCOCC1,protein_center,"-18.041,-13.011,7.779",3.4683244
3254,6dlo,,C1(=CN=C(C)N1CC1=NN=C(N)S1)N(=O)=O,protein_center,"-18.041,-13.011,7.779",2.3155231
3255,6dlo,,N1(CC2=CC=C(C=C2)OCCN2CCOCC2)C[C@@H]2CC[C@@H]([C@@H]2O)C1,protein_center,"-18.041,-13.011,7.779",2.593941
3256,6dlo,,C1(=CC=CNC1=O)N(=O)=O,protein_center,"-18.041,-13.011,7.779",1.1063426
3257,6dlo,,N1(CC2C=CC=CC=2)C=CN=C1C1CCN(CC1)C(=O)C1C=NC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",4.9243174
3258,6dlo,,N1C(C(C)C)CCC2C=CC=C(F)C1=2,protein_center,"-18.041,-13.011,7.779",2.9924312
3259,6dlo,,C1(C=NC2C(=CC=C(C)N=2)C=1NCC1C=CC2=C(OCO2)C=1)C(OCCC)=O,protein_center,"-18.041,-13.011,7.779",3.936672
3260,6dlo,,CC1N2C(=NC(C(NC3=CC=C(NS(C)(=O)=O)C=C3)=O)=C2)C=CC=1,protein_center,"-18.041,-13.011,7.779",4.1506643
3261,6dlo,,C(O)(=O)C(O)=O.N1C=CN(CCOC2C=CC(OC)=CC=2CC=C)C=1,protein_center,"-18.041,-13.011,7.779",3.1703897
3262,6dlo,,S1(=O)(=O)C2=CC=CC=C2NC(SCC2=CC=CC(Cl)=C2)=C1,protein_center,"-18.041,-13.011,7.779",3.0338464
3263,6dlo,,CC1C(CO)N(C2N=CC(C(N3CCS(=O)(=O)CC3)=O)=CC=2)CC1,protein_center,"-18.041,-13.011,7.779",2.3428195
3264,6dlo,,N(=O)(=O)C1C=CC(=CC=1)OCC(=O)NC1C=CC(=CC=1)C(NCCN(CC)CC)=O,protein_center,"-18.041,-13.011,7.779",4.34545
3265,6dlo,,C1(C(NCCN(CC)C2C=CC=CC=2)=O)=NN(C2CCOCC1=2)CCOC,protein_center,"-18.041,-13.011,7.779",3.6086757
3266,6dlo,,CCNC1=C(NC(NC2=CC(S(N(C)C)(=O)=O)=CC=C2)=O)C=C(C(OCC)=O)C=C1,protein_center,"-18.041,-13.011,7.779",4.777637
3267,6dlo,,ClC1N(S(=O)(C2C=CC=CC=2)=O)C=CC=1,protein_center,"-18.041,-13.011,7.779",2.8720026
3268,6dlo,,C12(CN(CC1C(=O)N1CCCC1)CC1C=CC=CC=1)CN(C2)C(=O)C1=CN=CN1C,protein_center,"-18.041,-13.011,7.779",3.6082869
3269,6dlo,,N1C2CCN(CC=2C=NC=1C1CCN(CC1)C(C)=O)CC1C=CC=NC=1,protein_center,"-18.041,-13.011,7.779",3.1690478
3270,6dlo,,S(=O)(=O)(N1CCCC1)C1=CC=C2C(=C1)N=NN2CCNC(=O)NC1=CC=C2C(OCO2)=C1,protein_center,"-18.041,-13.011,7.779",4.3321075
3271,6dlo,,C1(C=C(C=CC=1N1CCC(CC1)C)NC(=O)C1C=CC(=CC=1)Br)C(O)=O,protein_center,"-18.041,-13.011,7.779",3.8522794
3272,6dlo,,C1(CS)C=CNC=1,protein_center,"-18.041,-13.011,7.779",1.8500888
3273,6dlo,,C1(NC(CCC2=CC=C(C=C2)OC)=O)=C2CSCC2=NN1C1=CC=C(C=C1)OC,protein_center,"-18.041,-13.011,7.779",4.0073805
3274,6dlo,,C1(=CC=NN1C1CCN(CC1)CC(C)CC/C=C(/C)\C)NC(C1C=CC=CC=1)=O,protein_center,"-18.041,-13.011,7.779",5.172125
3275,6dlo,,N1C2C=CC=CC=2C(NC(CCC(NCCNC2N=CC=CN=2)=O)C=1O)=O,protein_center,"-18.041,-13.011,7.779",3.3392212
3276,6dlo,,FC1=CC(F)=C(C(N(C2=CC=CC=C2)CC(F)(F)F)=O)C=C1,protein_center,"-18.041,-13.011,7.779",4.674096
3277,6dlo,,C(=O)(N1CCOCC1)C1=CC=CC=C1NC(=O)C1C=CC(=C(Br)C=1)OCC(C)C,protein_center,"-18.041,-13.011,7.779",4.937542
3278,6dlo,,CC1=CC2=C(N=C(S2)NC(CCC2=CN=CC=C2)=O)C=C1,protein_center,"-18.041,-13.011,7.779",3.6891081
3279,6dlo,,C1(O)(CC(=O)C2=CC=C(C=C2OC)OC)C2C=CC=CC=2N(CCCC2=CC=CC=C2)C1=O,protein_center,"-18.041,-13.011,7.779",3.84393
3280,6dlo,,C1(C)(C)CC1C(NCCC1C(OC)=CC=C2C=CC=CC=12)=O,protein_center,"-18.041,-13.011,7.779",3.1945386
3281,6dlo,,N1(CC(=O)NC2=CC=CC=C2C(F)(F)F)C(=O)C(NC1=O)=CC1=CC=C(C=C1)N(C)C,protein_center,"-18.041,-13.011,7.779",5.0793476
3282,6dlo,,N1(OC(=O)C2=CC=CC=C2OC)C(=O)C2C=CC=C3C=CC=C(C=23)C1=O,protein_center,"-18.041,-13.011,7.779",2.4989524
3283,6dlo,,S(=O)(=O)(C1=CC=CC(Cl)=C1C)N1CC2=CC=CC=C2C(C1)C1C=NN(C)C=1,protein_center,"-18.041,-13.011,7.779",5.0465927
3284,6dlo,,ClC1SC(CC(N2CC3=C(C=CC=C3)C2)=O)=CC=1,protein_center,"-18.041,-13.011,7.779",2.9435737
3285,6dlo,,N1(N=CC2C=CC=CC=2OCCCCCC)C=NN=C1,protein_center,"-18.041,-13.011,7.779",3.5638878
3286,6dlo,,C1C=C2N=C(C3C=CC=C(OC)C=3OCC)OC2=CC=1C1C=CC(C(F)(F)F)=CC=1,protein_center,"-18.041,-13.011,7.779",5.0533447
3287,6dlo,,N1(CCCC(C(=O)C2=CC=C(C=C2)C(F)(F)F)C1)C(CCC1C=NNC=1)=O,protein_center,"-18.041,-13.011,7.779",3.6168594
3288,6dlo,,CC(N1C2C(=CC=C(S(N3C(CO)CSCC3)(=O)=O)C=2)CCC1)=O,protein_center,"-18.041,-13.011,7.779",2.90169
3289,6dlo,,C12ON=C(N=C1C1C=CC=CC=1NC(C1=CC=C3C(C=CC=C3)=C1)N=2)SCCC,protein_center,"-18.041,-13.011,7.779",4.8689632
3290,6dlo,,S(N)(=O)(=O)C1=CC=CN=C1NC1=CC=CC(=C1)C#N,protein_center,"-18.041,-13.011,7.779",4.119369
3291,6dlo,,N1=C(ON=C1C(NC)=O)[C@@H]1CC(CN1CC1=CC=C(C=C1)OC)(F)F,protein_center,"-18.041,-13.011,7.779",3.8267348
3292,6dlo,,N1=C(C2=CC=CS2)C(C2=CN=CC=N2)=CN=C1N1CCN(CC1)CC1C=CC(OC)=CC=1,protein_center,"-18.041,-13.011,7.779",5.68752
3293,6dlo,,O=C([C@H]1CCCN1CC)O,protein_center,"-18.041,-13.011,7.779",1.0139887
3294,6dlo,,COC1=C(C2NN=C(C(OCC3=CN=C(Cl)C=C3)=O)C=2)C=CC=C1,protein_center,"-18.041,-13.011,7.779",3.8216083
3295,6dlo,,N(=O)(=O)C1C=CC(=CC=1C)C(=O)NC1=CC=C(C(C(F)(F)F)=C1)Br,protein_center,"-18.041,-13.011,7.779",4.405495
3296,6dlo,,N1(C2CC2)C(=O)COC2=CC=C(Cl)C=C2C1,protein_center,"-18.041,-13.011,7.779",1.7669752
3297,6dlo,,N1(C(C)C(NCCC2=CC=C(C(OCC)=C2)OCC)=O)SC2C(=CC=CC=2)C1=O,protein_center,"-18.041,-13.011,7.779",3.5585604
3298,6dlo,,CN(C1=CC=C(NC(CSC2N(CC=C)C(C)=NN=2)=O)C=C1)C,protein_center,"-18.041,-13.011,7.779",3.3444989
3299,6dlo,,C1(C(C)=NN(C(CCC)=O)C=1C)S(=O)(=O)N1CCOCC1,protein_center,"-18.041,-13.011,7.779",2.7854645
3300,6dlo,,C1(=NC(=CC(=N1)C(F)(F)F)C1C=CC(F)=CC=1)NC(=O)NC(=O)C1=CC=CS1,protein_center,"-18.041,-13.011,7.779",3.8749828
3301,6dlo,,C1(=CC=CC(C)=C1)C(O)CCC1OCCCO1,protein_center,"-18.041,-13.011,7.779",2.0056229
3302,6dlo,,C(=O)(NN=CC1=CC=CO1)C(=O)NC1CCCC1,protein_center,"-18.041,-13.011,7.779",2.4867609
3303,6dlo,,CC([C@@H](C(N(C1CS(=O)(=O)CC1)C)=O)N(C)C)C,protein_center,"-18.041,-13.011,7.779",2.3957696
3304,6dlo,,N(=O)(=O)C1C(=CC=C(C=1)C(F)(F)F)SCC(=O)NC1=CC=CC(=C1)NC(C)=O,protein_center,"-18.041,-13.011,7.779",3.9915886
3305,6dlo,,C1(C=C(C=C2OCOC=12)S(=O)(=O)C1C=CC(=CC=1)Cl)N(=O)=O,protein_center,"-18.041,-13.011,7.779",3.5027845
3306,6dlo,,S(=O)(=O)(C1=CC=C(C=C1Cl)C#N)N1C[C@@H]2CCCN2C(=O)[C@@H]1C,protein_center,"-18.041,-13.011,7.779",3.2738738
3307,6dlo,,S1(=O)(=O)N(C)C=C(C(C)=N1)C(=O)NCC1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",3.1146138
3308,6dlo,,C1(C2=CC=CC=C2N=C(C2C=CC(=CC=2)OC)C=1)C(=O)NC(C)(C)CO,protein_center,"-18.041,-13.011,7.779",3.9839258
3309,6dlo,,N1C=C(C=CC=1N(C(C)C)C(C)C)C1CCCCN1C,protein_center,"-18.041,-13.011,7.779",3.4328048
3310,6dlo,,S1(=O)(=O)C=CC(N(C2=CC=C(C=C2)Br)C(=O)C2C=CC(=CC=2)Br)C1,protein_center,"-18.041,-13.011,7.779",3.3011522
3311,6dlo,,N1C(CN2CCN(CC2)C(=O)C2=CC=CS2)=COC=1C(C)C,protein_center,"-18.041,-13.011,7.779",3.2649996
3312,6dlo,,CC(OC(C(N)(C(O)=O)CC1C=CC=NC=1)=O)(C)C,protein_center,"-18.041,-13.011,7.779",1.8625214
3313,6dlo,,C1(=C(Cl)C=NC(SCC)=N1)C(=O)NC1C=CC(=CC=1)OC,protein_center,"-18.041,-13.011,7.779",3.4242368
3314,6dlo,,N(=O)(=O)C1C=CC(=CC=1)N1C=CC=C1C=NNC(COC1=CC=CC(C)=C1)=O,protein_center,"-18.041,-13.011,7.779",4.172595
3315,6dlo,,C1(SC2C(CS(=O)(=O)C2)N1C1C=CC2=C(OCO2)C=1)=NC(=O)C1CCCO1,protein_center,"-18.041,-13.011,7.779",2.2315304
3316,6dlo,,N1(C=CN=C1C(C)C)C(C)C(=O)N1CCN(CC1)C1C=CC2N(C=CN=2)N=1,protein_center,"-18.041,-13.011,7.779",3.3284292
3317,6dlo,,CCN1CC(C)C(N(C(NC2C(=O)N(C(C)C)CC2)=O)C)CC1,protein_center,"-18.041,-13.011,7.779",2.8007026
3318,6dlo,,N1C(C2=CC=C(C=C2)Cl)=NC2C(=CC=CC=2)C=1NCC1=CC=CO1,protein_center,"-18.041,-13.011,7.779",5.017379
3319,6dlo,,C1(C2CC=CC2C2C(=CC=C(C=2)NC(=O)C2=CC=CC=C2C)N1)C1C=CC=CC=1N(=O)=O,protein_center,"-18.041,-13.011,7.779",5.134224
3320,6dlo,,C(CCCCCC)(=O)NC1=CC=C(C=C1)OCCOC1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",4.369423
3321,6dlo,,C1(CC(N(CC2C=CC=CC=2)C1)=O)C(=O)N1CCC(CC1)(O)C1=CC=C(C=C1)Cl,protein_center,"-18.041,-13.011,7.779",3.584761
3322,6dlo,,CNC(NC(C(N1CC(=O)N(C2CC2)CC1)C)=O)=O,protein_center,"-18.041,-13.011,7.779",2.5587215
3323,6dlo,,N1(C(C)C(OCC)=O)C(=O)C(SC1=O)=CC1C(OC)=CC(=CC=1OC)OC,protein_center,"-18.041,-13.011,7.779",2.1516805
3324,6dlo,,N1(CC2=CC=C(C(=O)N3CCN(CC3)C3C=CC=CC=3)O2)C2=NC=CC=C2N2C(=CC=C2)C1=O,protein_center,"-18.041,-13.011,7.779",5.0295496
3325,6dlo,,C1(COC)(CN)C(C1S(CC)(=O)=O)C1C=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",2.3553874
3326,6dlo,,N1C(COC2C=CC(=CC=2CCCC[C@]2([H])CN(CC3=CC=CC(OC)=N3)CC[C@]12[H])F)=O,protein_center,"-18.041,-13.011,7.779",4.2205596
3327,6dlo,,C1(C=NN2CCCOC=12)C(=O)N1CCN(CC1)C1=CC=CC=N1,protein_center,"-18.041,-13.011,7.779",2.4807317
3328,6dlo,,N1C2=CC(=CC=C2OC=1C1=CC=CC(Br)=C1)NC(=O)C1C=CC=C(C)C=1OC,protein_center,"-18.041,-13.011,7.779",5.5683823
3329,6dlo,,N1(C2N=CN=C(N3CCCC3)C=2)C(C)=C(C(C)=N1)CCC(=O)NC1C=C(C)C=CC=1OC,protein_center,"-18.041,-13.011,7.779",6.0690336
3330,6dlo,,N1(C2C=CC=CC=2NC(=O)C2=CC=C(C(OC)=C2F)F)C(=O)C(NC1=O)C,protein_center,"-18.041,-13.011,7.779",3.3568444
3331,6dlo,,C(=O)(NC1CCCC1)C(C1C=CC=CC=1C)N(CCOC)C(=O)CNC(=O)C1=CC=CS1,protein_center,"-18.041,-13.011,7.779",4.449656
3332,6dlo,,OC1(C(N2CC3(C(=O)NC(=O)N3)CCC2)=O)CCCC1,protein_center,"-18.041,-13.011,7.779",3.5118022
3333,6dlo,,Cl.C1(C(=CC=C2C=CC=CC=12)OCC1=CC=CC=C1)CNC(C)(C)CC,protein_center,"-18.041,-13.011,7.779",4.4560227
3334,6dlo,,C1(=CN(N=N1)CCN(C)C1=CC(=CC(C)=N1)C(F)(F)F)C(=O)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.2111845
3335,6dlo,,C1(C(=O)N(C)CC2C=CC=CC=2)NN=C(C2=CC=CC(OC)=C2)C=1,protein_center,"-18.041,-13.011,7.779",3.4847486
3336,6dlo,,C1(C2=CC=CC=C2Cl)=NOC(C)=C1C(=O)NCC1ON=C(C2C=CC=C(C)C=2)N=1,protein_center,"-18.041,-13.011,7.779",4.878976
3337,6dlo,,C1(C=NC(=NC=1C)C1CCCN1C(=O)COC1=CC=CC(N(C)C)=C1)C(=O)N1CCCC1,protein_center,"-18.041,-13.011,7.779",2.8569503
3338,6dlo,,C1(=NC2=C(C=C(C=C2F)F)S1)N(CCCN1CCOCC1)C(=O)C1=CC=CC=C1S(C)(=O)=O,protein_center,"-18.041,-13.011,7.779",4.21409
3339,6dlo,,N1(C)C(COC2C=CC=CC=2)=NN=C1SCC(=O)NC1C=CC(=CC=1)N(=O)=O,protein_center,"-18.041,-13.011,7.779",4.5215206
3340,6dlo,,CCC1C(=O)NCCN1C1C(Cl)=CC(C#N)=CN=1,protein_center,"-18.041,-13.011,7.779",2.1054754
3341,6dlo,,C1(C(=O)NC2=CC=C(C(C)=C2)C)SC2=C(C(C)=CC(C)=N2)C=1NC(=O)C1=CC=CC=C1OC,protein_center,"-18.041,-13.011,7.779",5.999719
3342,6dlo,,C12(OC3C=CC=CC=3C3CC(C4=CC=C(C=C4)Cl)=NN13)C1C=CC=CC=1N(C)C2=O,protein_center,"-18.041,-13.011,7.779",4.5901346
3343,6dlo,,C1(C(F)(F)F)OC2=C(C([O-])=CC=C2C(=O)C=1C1C=CC(=C(OC)C=1)OC)C[NH+](C)CCCC,protein_center,"-18.041,-13.011,7.779",3.6741602
3344,6dlo,,S(=O)(=O)(C1C=CC2=C(CC(N2C(=O)C2CC2)C)C=1)N1CCC(CC1)C(=O)NC1C=C(C)C=CN=1,protein_center,"-18.041,-13.011,7.779",3.9222896
3345,6dlo,,CN1CC(CO)(C)CCC1,protein_center,"-18.041,-13.011,7.779",1.6245143
3346,6dlo,,N1(CCCC2(CCCCCOC3C=CC=CC=3C(=O)NC2)C1)C(=O)C1C=CC(=CC=1)OC,protein_center,"-18.041,-13.011,7.779",4.2566504
3347,6dlo,,N12CN(C3C=CC=CC=3)CSC1=C(C(C1C=CC(=CC=1OC)OC)CC2=O)C#N,protein_center,"-18.041,-13.011,7.779",4.251031
3348,6dlo,,COC(C(NC(C1N(C)C=CC=1)=O)(C)C)=O,protein_center,"-18.041,-13.011,7.779",2.9981444
3349,6dlo,,N1(C2=CC(C)=CC(C)=C2)C(=O)C2C=CC(=CC=2N=C1SCC1=CC=CC(F)=C1)C(=O)NC(C)C,protein_center,"-18.041,-13.011,7.779",6.012947
3350,6dlo,,CN1C2=C(CCCC2)N=C1C1N(C(CN2C(=O)CSC2)=O)CCC1,protein_center,"-18.041,-13.011,7.779",2.5863302
