,protein_name,compound_name,smiles,pocket_name,pocket_com,affinity
4521,6dlo,,Cl.Cl.C1(CNCC2=CC=CN=C2)C(=CC=C2C=CC=CC=12)OCC1C=CC(=CC=1)C,protein_center,"-18.041,-13.011,7.779",5.125041
4522,6dlo,,C1[C@](CC2C=CC=C(Cl)C=2)(C(=O)O)NCC1,protein_center,"-18.041,-13.011,7.779",2.049703
4523,6dlo,,COC(C1N(C(C2CC(C)OC2)=O)CCC1)=O,protein_center,"-18.041,-13.011,7.779",1.4035456
4524,6dlo,,C1(SC=NC=1C)C(=O)N1CCCC2(CCCCC3C=CC=CC=3OCC(=O)NC2)C1,protein_center,"-18.041,-13.011,7.779",4.055061
4525,6dlo,,C12=C(N(N=C1)C)N=C(C=C2C(NC(CC)C1=CC=C(OC)C=C1)=O)C1C=CC(OC)=CC=1,protein_center,"-18.041,-13.011,7.779",5.652051
4526,6dlo,,N1(C[C@@H]([C@@]2([H])CCCC[C@@]12[H])C1C=CC(=CC=1)CN1CCCC1)C(=O)C1C=NC(=CN=1)C,protein_center,"-18.041,-13.011,7.779",5.149397
4527,6dlo,,C12=C(C=CC=C1C(NCCCC)=O)C1C=CCC1C(C1C=CC=CC=1OCC1=CC=CC=C1)N2,protein_center,"-18.041,-13.011,7.779",4.606266
4528,6dlo,,C(=O)(C1=CC=C(C=C1)NC(=O)C=CC1=CC=CS1)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.321956
4529,6dlo,,C1(=NN=CN1CC1CC1)C1C2(CCOCC2)CN(C(C2CCC2)=O)C1,protein_center,"-18.041,-13.011,7.779",2.9573257
4530,6dlo,,C12C(=O)OC3=C(C=C(C=C3)C)C=1OC(NCCOC)=C2C1C=CC=CC=1F,protein_center,"-18.041,-13.011,7.779",4.3263817
4531,6dlo,,C1(CN(CCN(C)C1=O)CC1=CC=C(C=C1)OCC)CC1C=CC=CC=1C1=CC=CN=C1,protein_center,"-18.041,-13.011,7.779",5.0923977
4532,6dlo,,C(COC1C=CC=CC=1)(=O)NC(C)CCCC(C)C,protein_center,"-18.041,-13.011,7.779",3.5506616
4533,6dlo,,C1=CC=C(C=C1)COC1=C(Cl)C=C(C=C1OC)C=NN1N=NN=C1N,protein_center,"-18.041,-13.011,7.779",3.4819078
4534,6dlo,,NC1C=CC2C3C=CC=CC=3C(CCCCCC)(CCCCCC)C=2C=1,protein_center,"-18.041,-13.011,7.779",5.522076
4535,6dlo,,C12=NC(C3CCCN(C(=O)C4C=CC(=CC=4)C)C3)=NC(O)=C1N=NN2CC1C=C(C)C=CC=1C,protein_center,"-18.041,-13.011,7.779",5.4741907
4536,6dlo,,C1=C2C(C=CC=C2)=CC=C1N1C2C(=CC(B(O)O)=CC=2)C2=C1C=CC=C2,protein_center,"-18.041,-13.011,7.779",3.899756
4537,6dlo,,C1=C(F)N=CC(CC(=N)N)=C1,protein_center,"-18.041,-13.011,7.779",2.4750695
4538,6dlo,,[C@@]12(COC3C(=CC=CC=3OC)[C@H]1CN(C(CCC1=CC=CS1)=O)C2)C(O)=O,protein_center,"-18.041,-13.011,7.779",2.5423262
4539,6dlo,,N1(C)C(=O)C2C(SCC(=O)NC3=C(OC)C=CC(OC)=C3)=C(CC(C)C)C=NC=2N(C)C1=O,protein_center,"-18.041,-13.011,7.779",3.8029451
4540,6dlo,,C(C#N)(=CC1C=C(OC)C(=C(Br)C=1)OC(C)=O)C(=O)NC1=CC=CC(OC)=C1,protein_center,"-18.041,-13.011,7.779",4.553568
4541,6dlo,,CCC(C(N1CCN(C(C2=C(C)OC(C)=C2)=O)CC1)=O)(C)C,protein_center,"-18.041,-13.011,7.779",2.8717442
4542,6dlo,,N1(CCCC(CO)(CC2C=CC(=CC=2F)F)C1)C(=O)C1CCCCC=1,protein_center,"-18.041,-13.011,7.779",3.8893993
4543,6dlo,,C1(S(C)(=O)=O)C(C2=CC=CC=C2)N(C(=O)C=1NC1C=CC(=CC=1)C)C1C=CC(=CC=1)O,protein_center,"-18.041,-13.011,7.779",3.6654644
4544,6dlo,,N1(C2C=CC=C(C)C=2)C(=O)C2SC=CC=2N(CC(=O)N2CCN(CC2)C2=CC=C(C=C2)OC)C1=O,protein_center,"-18.041,-13.011,7.779",4.413517
4545,6dlo,,C(OC)(=O)NN=CC1=CC=C(C(OC)=C1)OC(C)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.069823
4546,6dlo,,C12CN(CCOC1=C(C=C(C=2)C1=CC=C(C)S1)O)CCC1C=CC=CN=1,protein_center,"-18.041,-13.011,7.779",3.539035
4547,6dlo,,C1(=NSC2=NC(=O)C(=CC3C=CC(=CC=3)OC)C(=N)N12)S(C(C)C)(=O)=O,protein_center,"-18.041,-13.011,7.779",3.247714
4548,6dlo,,N1(C2C=C(Cl)C=C(Cl)C=2)C(=O)C2=CC=CC3=CC=CC(=C23)C1=O,protein_center,"-18.041,-13.011,7.779",3.9733124
4549,6dlo,,C12C(=NC=NC=1N(C=C2C1C=CC=CC=1)C1C=CC(=CC=1)OC)N1CCN(CC1)C1=CC=CC(C)=C1C,protein_center,"-18.041,-13.011,7.779",6.688303
4550,6dlo,,N1=C(CNCC2=CC=CC=C2O)C=CN1CC(C)C,protein_center,"-18.041,-13.011,7.779",3.5104213
4551,6dlo,,C1(C=NC(C2=CC=NC=C2)=CC=1)C1=NOC([C@@H]2CCCN2C2CCN(C(=O)C)CC2)=N1,protein_center,"-18.041,-13.011,7.779",3.9327192
4552,6dlo,,[C@H]1(CN(C)[C@@H](C1)C1=NC(=NO1)C1C=CC(=CC=1)OC(F)(F)F)NC(=O)NCC1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",4.1133394
4553,6dlo,,C1(CN2CCN3C(CCC3)C2)=CN(N=C1C1C=CC(=CC=1)C1CCCCC1)C,protein_center,"-18.041,-13.011,7.779",5.0377226
4554,6dlo,,N1([C@@H]2CC[C@@H](CN(C(=O)C3=CC=C(C=C3C)F)C2)C1=O)CC(=O)N(C)C,protein_center,"-18.041,-13.011,7.779",2.6644673
4555,6dlo,,C1(=CC=NN1C)C(=O)N1CCC(CCOC2C=CC(=CC=2)C)C1,protein_center,"-18.041,-13.011,7.779",3.7759476
4556,6dlo,,CC(CCNC(C1=C(C)N=C(C2=CC=CC=C2)S1)=O)C,protein_center,"-18.041,-13.011,7.779",4.026363
4557,6dlo,,N1(N)C(SCC2OC(=NN=2)COC)=NN=C1C1C=CC(=CC=1)Cl,protein_center,"-18.041,-13.011,7.779",4.030378
4558,6dlo,,C1(=CC=CN=C1C1=CC=CS1)C(=O)NC1C=CC=C(C=1)C(OCC)=O,protein_center,"-18.041,-13.011,7.779",4.2611794
4559,6dlo,,C1(C2CCCCC=2N=C(N)C=1C#N)C1C=C(Br)C=CC=1OCC1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",7.7517986
4560,6dlo,,N1(CC)CC(CC1=O)CN(C)C1C=CC=C(N=1)C#N,protein_center,"-18.041,-13.011,7.779",2.5558662
4561,6dlo,,N1C(SC)=NN=CC=1/C(/CC)=N\O,protein_center,"-18.041,-13.011,7.779",3.5653703
4562,6dlo,,N1=C(CN2CCCC2=O)ON=C1C1C=CSC=1,protein_center,"-18.041,-13.011,7.779",2.2208314
4563,6dlo,,C1(=CC=NN1CCC)C(NCCC1=NC(O)=CC(N)=N1)=O,protein_center,"-18.041,-13.011,7.779",2.448269
4564,6dlo,,C1(=CON=C1C1C=CC=CC=1)C(=O)N1C[C@H]([C@H](CC2C=CC3C(=CC=CC=3)N=2)C1)O,protein_center,"-18.041,-13.011,7.779",4.0832376
4565,6dlo,,CC1C(=O)NCCCN1CC1N=C(C(C)(C)C)NN=1,protein_center,"-18.041,-13.011,7.779",2.400721
4566,6dlo,,C(=O)(NN=CC1C=CC=CC=1OC)C(=O)NC1C=CC(=CC=1)F,protein_center,"-18.041,-13.011,7.779",3.3634338
4567,6dlo,,N1(C2=CC=C(C=C2)OCC)C(=O)C(CC1=O)S/C(/NCC)=N/C1C=CC=C(Cl)C=1,protein_center,"-18.041,-13.011,7.779",3.9818516
4568,6dlo,,N1(CCC(CC1)CN(CC1=CC=NC=C1)CC1C=CC=C(Cl)C=1)C1CCN(CC1)C,protein_center,"-18.041,-13.011,7.779",4.142554
4569,6dlo,,C(=O)(C1SC=CC=1Br)N1CC(C)OC(C)C1,protein_center,"-18.041,-13.011,7.779",2.082984
4570,6dlo,,C1(C(F)(F)F)=CC(C2CCCN(C(=O)C(CC)C3=CC=CC=C3)C2)=NC2=CC(C)=NN12,protein_center,"-18.041,-13.011,7.779",3.7400115
4571,6dlo,,N1C2N=CN=C(SCC(=O)NC3=CC=CC(=C3)C(F)(F)F)C=2SC=1N(C)CC1=CC=CC=C1,protein_center,"-18.041,-13.011,7.779",4.039526
4572,6dlo,,CCN(CCCCCCN1C(=O)C2=C(C=CC=C2)C1=O)C,protein_center,"-18.041,-13.011,7.779",3.4032898
4573,6dlo,,C12C(=O)N(C)N=CC=1C1=C(C=CC=C1)N2C(C)C(=O)NCC1=CC=C(C=C1OC)OC,protein_center,"-18.041,-13.011,7.779",4.0246305
4574,6dlo,,C1(=NC2C=CC=CC=2)SC(C(=O)N1CCC)=CC1=CC=C(C2=CC=CC(=C2)C(O)=O)O1,protein_center,"-18.041,-13.011,7.779",3.5794575
4575,6dlo,,C1(O)(CC(=O)C2=CC=C(C=C2OC)OC)C2C=CC=CC=2N(CC=CC2=CC=CC=C2)C1=O,protein_center,"-18.041,-13.011,7.779",3.9590602
4576,6dlo,,C1(C2=CC=C(C=C2)Cl)(C(=O)NCC2CCCN(CC3C=CNN=3)C2)CC1,protein_center,"-18.041,-13.011,7.779",5.0056987
4577,6dlo,,N1(C[C@@H](CCCC)O[C@@H](C2CC2)C1)C(=O)C1C=CC=CC=1F,protein_center,"-18.041,-13.011,7.779",3.5135672
4578,6dlo,,S(CCCCCCCCCCCCS(=O)(=O)N1CCCCC1)(=O)(=O)N1CCCCC1,protein_center,"-18.041,-13.011,7.779",5.0617056
4579,6dlo,,[C@@]123CCN([C@]1([H])CC(=O)N2[C@@H](CO3)C(C)C)S(=O)(=O)C1C=CC(=CC=1)C(O)=O,protein_center,"-18.041,-13.011,7.779",3.1396508
4580,6dlo,,C1(=CC2=CC=CC=C2OC1=O)C1=C(Br)C=C(C=C1Br)C(O)=O,protein_center,"-18.041,-13.011,7.779",3.264
4581,6dlo,,N1(C)C(C2CCN(CC2)S(C)(=O)=O)=NN=C1CN1C=CN=C1,protein_center,"-18.041,-13.011,7.779",2.5166292
4582,6dlo,,COC(C(C1=CC(F)=C(Cl)C=C1)NC(CC1=CC=C(F)C=C1)=O)=O,protein_center,"-18.041,-13.011,7.779",3.5879862
4583,6dlo,,C12CC(C(C)C)OC(C(C)C)C=1SC(NC(CC1C=CC=C(F)C=1)=O)=C2C(OCC)=O,protein_center,"-18.041,-13.011,7.779",4.372174
4584,6dlo,,COC1=C(NC(C2=C3C(CCCC3)=NN2)=O)C=CC=N1,protein_center,"-18.041,-13.011,7.779",2.5853744
4585,6dlo,,[P+]1(C2C=CC=CC=2)(C2C=CC=CC=2)CCCC1.Cl([O-])(=O)(=O)=O,protein_center,"-18.041,-13.011,7.779",3.2791543
4586,6dlo,,COC(C1(NS(C=CC2=CC=CC=C2)(=O)=O)CC1)=O,protein_center,"-18.041,-13.011,7.779",2.1495843
4587,6dlo,,C1(C=CC=C2C=NC=CC=12)C1=CC=CC=C1OC(C)C(N)=O,protein_center,"-18.041,-13.011,7.779",4.1893888
4588,6dlo,,S1(=O)(=O)CC2C=C(SC=2C2=CC=C(Cl)C=C12)C(=O)N(CC)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.3986034
4589,6dlo,,C1(NCCC2=CC3=C(OCCCO3)C=C12)=CC(=S)NC1=CC=CC(Cl)=C1C,protein_center,"-18.041,-13.011,7.779",4.4194503
4590,6dlo,,C1(OCC)=C(F)C=C(C=C1Cl)C(O)=O,protein_center,"-18.041,-13.011,7.779",2.528969
4591,6dlo,,CC1N(C2=C(C(NCC3=NC=CC=C3)=O)C=CS2)C(C)=CC=1,protein_center,"-18.041,-13.011,7.779",4.510453
4592,6dlo,,C1(C2=CC=C(C3=CC=CC=C3)C=C2)=CC=C(N2C3=CC=CC=C3C3C=C(B(O)O)C=CC2=3)C=C1,protein_center,"-18.041,-13.011,7.779",4.5777454
4593,6dlo,,OC(C1ON=C(C2=CN=CC=C2)C=1)=O,protein_center,"-18.041,-13.011,7.779",1.1702198
4594,6dlo,,N1=C(C2C=C(OC)C(=C(OC)C=2)O)C=C(C2C=CC(=C(OCC)C=2)O)N1C,protein_center,"-18.041,-13.011,7.779",3.3174062
4595,6dlo,,N1OC(=CC=1C(C)C)CN(C)C(=O)C1C=CC(=CC=1)N1CCCC1,protein_center,"-18.041,-13.011,7.779",3.372074
4596,6dlo,,N1C(C2=CC=CN=C2)=NOC=1C1CCN1C(=O)CCC1C(C)=NOC=1C,protein_center,"-18.041,-13.011,7.779",2.507142
4597,6dlo,,C1(C(=O)NC2C(OC)=CC=C(Cl)C=2)=NC2=CC=CC=C2N=C1N1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.3340697
4598,6dlo,,N12N=C(SC1=CSC2C1=CC=CC=C1OC)N,protein_center,"-18.041,-13.011,7.779",2.4388487
4599,6dlo,,N12N=C(C=C1N=C(C)C(CC)=C2N1CCOCC1)C1C=C(OC=1C)C,protein_center,"-18.041,-13.011,7.779",3.596415
4600,6dlo,,CC1=C(OCC(NC2=NC(C)=C(Br)C=C2)=O)C=CC=C1,protein_center,"-18.041,-13.011,7.779",3.8693402
4601,6dlo,,CC1N(C)C(=O)CN(C(NCC2=C(C)C3C(=CC=C(C=3)F)O2)=O)C1,protein_center,"-18.041,-13.011,7.779",3.3922915
4602,6dlo,,N1(CC2C=CC=NC=2)C(CNC(=O)CCN2C(C)=CC(C)=N2)CN2C=CC=C2C1=O,protein_center,"-18.041,-13.011,7.779",3.385794
4603,6dlo,,N1C(C2C=CC=CC=2OC)=NOC=1C1CCCN1C(=O)NCC1C=CC(=CC=1)C,protein_center,"-18.041,-13.011,7.779",3.582906
4604,6dlo,,O=C(NC1NC=NN=1)CC1=CC2=C(C=CC=C2)C=C1,protein_center,"-18.041,-13.011,7.779",2.9272003
4605,6dlo,,C1(C=NC2C(=CC=C(C)N=2)C=1NC1=CC=C(C=C1)C#N)C(=O)N1CCCCCC1,protein_center,"-18.041,-13.011,7.779",5.6647034
4606,6dlo,,S(C)(NCCNC(=O)NC1=CC=C(C(NC(COC)=O)=C1)OC)(=O)=O,protein_center,"-18.041,-13.011,7.779",2.8698494
4607,6dlo,,C(=O)(C1C=CC2=C(OCO2)C=1)N[C@@H]1CCN(C[C@H]1O)CC1=CSC=N1,protein_center,"-18.041,-13.011,7.779",2.6164608
4608,6dlo,,C1(/N=C/C2=C(Cl)C=C(C(N(=O)=O)=C2)Cl)=C(C2=CC=C(C(OCC)=C2)O)N=C2C=CC=CN12,protein_center,"-18.041,-13.011,7.779",4.853159
4609,6dlo,,C1(CCNC1)OC1C(CC2C=CC=CC=2)=CC=CC=1.[H]Cl,protein_center,"-18.041,-13.011,7.779",3.2372317
4610,6dlo,,C1(=CSC(C2=CC=CS2)=N1)C(=O)N1CCCC1C1NC2=C(C=CC=C2)N=1,protein_center,"-18.041,-13.011,7.779",3.6460342
4611,6dlo,,S(=O)(=O)(C1=CC=C(C=C1)C)N(CC1=CC=C(C=C1Cl)Cl)CC(=O)NCC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.721545
4612,6dlo,,C1(=CSC(C)=C1)C(=O)N1CCC2=C(C=C(C=N2)C2=CC=C(C(OC)=C2)OC)C1,protein_center,"-18.041,-13.011,7.779",4.4858108
4613,6dlo,,S(=O)(=O)(N1CCOCC1)C1=CC=C(C2C=CC(=CC=2)C(=O)NC2C=CC=CC=2OC)S1,protein_center,"-18.041,-13.011,7.779",4.961527
4614,6dlo,,C1(NC(=O)CN2CCCCCC2)N=C(C2=CC=CC=C2)C=C(C2C=CC(=CC=2)Cl)N=1,protein_center,"-18.041,-13.011,7.779",5.5653214
4615,6dlo,,C(=O)(C(C)OC1C=CC=CC=1C)NC1=CC=C(C=C1)Br,protein_center,"-18.041,-13.011,7.779",2.8391929
4616,6dlo,,C(=O)(OC(C)(C)C)N1CCC(CC1)(CC1=CC=CC=C1Cl)C(O)=O,protein_center,"-18.041,-13.011,7.779",2.460099
4617,6dlo,,CCSCC(NC1=C(F)C=CC(F)=C1)=O,protein_center,"-18.041,-13.011,7.779",3.085232
4618,6dlo,,N1(C2C=CC(=C(Cl)C=2)F)CC(CC1=O)C(=O)NC1=CC=C(C=C1)C#N,protein_center,"-18.041,-13.011,7.779",4.028822
4619,6dlo,,S(C)(=O)(=O)N(C1=CC=C2C(OCO2)=C1)CC(=O)NC1C=CC(=CC=1)CC,protein_center,"-18.041,-13.011,7.779",3.5626473
4620,6dlo,,C1(CNC(=O)N2CCCN(CC2)C(=O)C(F)(F)F)C=NN(CC)C=1C,protein_center,"-18.041,-13.011,7.779",3.0650315
4621,6dlo,,BrC1C=C(N2C3C(=CC=CC=3)C3C2=CC=CC=3)C=CC=1,protein_center,"-18.041,-13.011,7.779",4.75622
4622,6dlo,,C1[C@H](CCN1C1CCC1)C1=NC2C=CC(=CC=2N1)C(F)(F)F,protein_center,"-18.041,-13.011,7.779",3.516233
4623,6dlo,,FC(OC1C=CN=C(Cl)C=1Br)F,protein_center,"-18.041,-13.011,7.779",2.2435055
4624,6dlo,,C1(C=CC(N(CC(=O)NC2=CC(C)=CC(C)=C2)C=1)=O)C1ON=C(CCC)N=1,protein_center,"-18.041,-13.011,7.779",5.112694
4625,6dlo,,C1(C=C(C=CC=1Cl)NC(=O)C1C=CC(=CC=1)OC)C(=O)NC1CCCCC1,protein_center,"-18.041,-13.011,7.779",4.837886
4626,6dlo,,N1(CC2CCCO2)C(=O)C2C=CC=CC=2N=C1SCC(=O)NC1C=CC(=CC=1)C(C)=O,protein_center,"-18.041,-13.011,7.779",3.5708761
4627,6dlo,,N1(C=NN=N1)C1=CC(OC)=CC(=C1)NC(=O)C1CCCO1,protein_center,"-18.041,-13.011,7.779",2.6626492
4628,6dlo,,C1(C(C)=NN(C2=CC=C(C=C2)Br)C1=O)=CC1=CC=CC(OC)=C1OCC#C,protein_center,"-18.041,-13.011,7.779",3.983694
4629,6dlo,,C1(=CC(C2=CC=NC=C2)=NC2C=CC(Br)=CC1=2)C(=O)NC1C(OC)=CC(=C(OC)C=1)Cl,protein_center,"-18.041,-13.011,7.779",6.3428864
4630,6dlo,,C(=O)(N1CCN(CC1)CC1C=CC(=C(Br)C=1)OC)C1=CC(OC)=C(C(OC)=C1)OC,protein_center,"-18.041,-13.011,7.779",4.058397
4631,6dlo,,[C@]12(CN(C[C@@H]1CN(C(CCCC1C=CC=CC=1)=O)C2)C1CCOCC1)C1ON=C(C)N=1,protein_center,"-18.041,-13.011,7.779",3.9152198
4632,6dlo,,N(C(=O)C1=CC=C(C)C=C1)(C(C)C(=O)C1C(=C(C(=O)OCC)NC=1C)C)CCC(C)C,protein_center,"-18.041,-13.011,7.779",3.6771264
4633,6dlo,,C1=C(N)ON=C1C1CCN(CC1)C(=O)CC1CCCCC1,protein_center,"-18.041,-13.011,7.779",3.7047992
4634,6dlo,,C1(SCC2C=CC(=CC=2)F)=NC2C(=CN=CC=2)N1CC1C=CC(=CC=1)C(NCCN(CC)CC)=O,protein_center,"-18.041,-13.011,7.779",5.270527
4635,6dlo,,C12(CC3CC(CC(C3)C1)C2)C(=O)NNC(COC1=CC=C(C=C1)Cl)=O,protein_center,"-18.041,-13.011,7.779",3.5177307
4636,6dlo,,C1(C2C=CC=CC=2OC)=NN=C(NCCOC)S1,protein_center,"-18.041,-13.011,7.779",3.2034278
4637,6dlo,,N1=C(C2=CC=CC=C2F)OC(C[C@@H]2C[C@H]([C@@H](C=C2C)CN(CCO)C)C(C)C)=N1,protein_center,"-18.041,-13.011,7.779",4.5353155
4638,6dlo,,C(=O)(C1C=CC=C(C)C=1)NNC(COC1C=CC(=CC=1)C)=O,protein_center,"-18.041,-13.011,7.779",4.2701426
4639,6dlo,,N(=CC1C=CC(=CC=1)OCCOC1C=CC=C(OC)C=1)NC(C)=O,protein_center,"-18.041,-13.011,7.779",3.9136946
4640,6dlo,,C(=O)(NC1=CC=CC=C1C(O)=O)C1C=CC=CC=1SCC,protein_center,"-18.041,-13.011,7.779",2.6030219
4641,6dlo,,C1(SC2C(CS(=O)(=O)C2)N1CC1=CC=CC=C1Cl)=NC(COCC(O)=O)=O,protein_center,"-18.041,-13.011,7.779",2.9262002
4642,6dlo,,[N+]1(CC(=O)C2C=CC=C(Cl)C=2)C=C(N(C)C=1N)C1=CC=C(C=C1)F,protein_center,"-18.041,-13.011,7.779",4.326675
4643,6dlo,,O=N(C1=CC(Br)=C(C(N(CC#N)CC#N)=O)C=C1)=O,protein_center,"-18.041,-13.011,7.779",3.6564784
4644,6dlo,,C(=S)(NC1C=CC=C(C=1)C(=O)NC1=CC=CC(=C1)C(F)(F)F)NC(=O)C=CC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.995617
4645,6dlo,,C12SC3=C(CCC(C)C3)C=1C(=NC(C1CC1)=N2)SCC(=O)NC1=C(OC)C=CC(OC)=C1,protein_center,"-18.041,-13.011,7.779",4.2134714
4646,6dlo,,CC(CC(NS(N1CC(C)CC(C)C1)(=O)=O)CN(C)C)C,protein_center,"-18.041,-13.011,7.779",3.981986
4647,6dlo,,CC1OC(C)CN(CC2N(C3=C(C)C=CC=C3C)N=NN=2)C1,protein_center,"-18.041,-13.011,7.779",2.5698426
4648,6dlo,,N1C(C)=C(C)N=C(C)C=1CN1CCOC(CC2C=CC=C(OC)C=2)C1,protein_center,"-18.041,-13.011,7.779",3.4050584
4649,6dlo,,CC1N(CC2ON=C(C)N=2)CCS(=O)(=O)C1,protein_center,"-18.041,-13.011,7.779",1.0191296
4650,6dlo,,C1=C(N2CCN(CC2)C(C)=O)N=C(C)N=C1NC1C=CC(Cl)=CC=1Cl,protein_center,"-18.041,-13.011,7.779",4.4942713
4651,6dlo,,C12(C)CN(CC1C2)CC1=CC=C(C(OCC2C=CC=CC=2F)=C1)OC,protein_center,"-18.041,-13.011,7.779",3.726894
4652,6dlo,,C12N=C(O)CC(C3=CC=C(C=C3)C(OC)=O)C=1SC(N1CCCCC1)=N2,protein_center,"-18.041,-13.011,7.779",3.5070372
4653,6dlo,,C1(O)(CC2CCC(N2CC(=O)NC2=CC=CC=C2C(F)(F)F)C1)C1=NC=CN1C,protein_center,"-18.041,-13.011,7.779",4.089674
4654,6dlo,,OCCOCC#C,protein_center,"-18.041,-13.011,7.779",1.4725866
4655,6dlo,,C1(=NN=C(SCC2=CC=CC=C2F)N1N)N1C(C2=CC=CC=C2)=CC(C2C=CC=CC=2)=N1,protein_center,"-18.041,-13.011,7.779",5.548136
4656,6dlo,,N1([C@H]2CC[C@@H]1[C@@](C2)(CO)CC1C=CC=CC=1)C(=O)CC1C=CC2=C(OCO2)C=1,protein_center,"-18.041,-13.011,7.779",3.0459456
4657,6dlo,,C1(N)N(COCC[Si](C)(C)C)C=CN=1,protein_center,"-18.041,-13.011,7.779",2.6961381
4658,6dlo,,C12(OC(=O)C)CCC(C(=O)OC)=CCC31CCC2([H])C(OC3=O)(C)C=CC=C(C)C(=O)O,protein_center,"-18.041,-13.011,7.779",2.3022282
4659,6dlo,,N1(C[C@@H](CC)NC(=O)C2CC2)C(=O)C=CC(C2C=CC(=CC=2)OC)=N1,protein_center,"-18.041,-13.011,7.779",3.264488
4660,6dlo,,C1(=NN=C(SCC(=O)NC2C=CC(=CC=2)C(F)(F)F)S1)NC(=O)C(F)(F)F,protein_center,"-18.041,-13.011,7.779",4.221968
4661,6dlo,,N1(C)C(S)=NN=C1C1C=CC(=CC=1)SC,protein_center,"-18.041,-13.011,7.779",2.1709142
4662,6dlo,,C1(C2CCCC=2NN=1)C(=O)N1CCO[C@@H](CN(C)C)[C@@H]1C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",2.9557948
4663,6dlo,,CCOC(C1N(S(N(C2CC2)C)(=O)=O)CCC1)=O,protein_center,"-18.041,-13.011,7.779",2.290573
4664,6dlo,,C1(N2CCCCC2)=NC2CN(CCC=2C(=O)N1)CC1=CC=CN1C,protein_center,"-18.041,-13.011,7.779",2.7189555
4665,6dlo,,C1(C(N)=O)=CN(N=C1C1C=CC(=C(C)C=1)C)C1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.540963
4666,6dlo,,C1(C=NNC(CC2=CC=C(C=C2)OC)=O)=CC(OC)=CC=C1OC,protein_center,"-18.041,-13.011,7.779",3.1058555
4667,6dlo,,N12CCN(CC1=CC(CNC(=O)N(C)C)=N2)CC1C=CC(=CC=1F)Cl,protein_center,"-18.041,-13.011,7.779",4.3523884
4668,6dlo,,N1(C(C2C=CC=CC=2)C2=CC=CO2)C=NC(C2C=CC=CC=2)=C1C1=CNC=N1,protein_center,"-18.041,-13.011,7.779",5.060338
4669,6dlo,,C1(C2C=CC=CC=2O)=NC(C)=C/C(=N/C2=CC=C(C=C2)Cl)/N1,protein_center,"-18.041,-13.011,7.779",4.3569756
4670,6dlo,,S(=O)(=O)(N1CCC(C1)C1=CC(NC)=CC(C)=N1)C1=CN(C=N1)C,protein_center,"-18.041,-13.011,7.779",3.1400816
4671,6dlo,,O=S(C1=CC2=C(OCCCO2)C=C1)(NC1SC=C(C2SC=CC=2)N=1)=O,protein_center,"-18.041,-13.011,7.779",2.9846444
4672,6dlo,,CSCCC(C(NC1=CC=CC=C1)=O)NS(C1=C(F)C=CC=C1)(=O)=O,protein_center,"-18.041,-13.011,7.779",3.2360058
4673,6dlo,,C1(C=COC=1C)C(=O)NN=CC1=CC=C2C(C=CC=C2)=C1O,protein_center,"-18.041,-13.011,7.779",2.7354198
4674,6dlo,,C(CCSC)(=O)C1C=CC(=CC=1)OCC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",3.5232458
4675,6dlo,,C1(CN2N=CC(=CC2=O)N2CCC(CN)C2)=C(CC)N=C(C)S1.Cl,protein_center,"-18.041,-13.011,7.779",2.2969153
4676,6dlo,,C(COC1=CC=CC(CC)=C1)(=O)NNC(COC1=CC=C(C=C1)C(OCCC)=O)=O,protein_center,"-18.041,-13.011,7.779",3.6954267
4677,6dlo,,COC1=C(OC)C=C(C2N=C(NC(CC3OCCCC3)=O)SC=2)C=C1,protein_center,"-18.041,-13.011,7.779",3.578597
4678,6dlo,,N1(CC(=O)NC2C=CC(=CC=2)OC)C(=O)C=CC(C2=CC=C3C(C=CC=C3)=C2)=N1,protein_center,"-18.041,-13.011,7.779",4.8504605
4679,6dlo,,NCCNC1=NN2C(Br)=CC=C2C=N1,protein_center,"-18.041,-13.011,7.779",2.6498585
4680,6dlo,,C(OB(C1=CC(F)=CC=C1OC)O)(O)=O,protein_center,"-18.041,-13.011,7.779",1.9470803
4681,6dlo,,C1(C=C(OC=1C)CN(CC)CC)C(=O)N1CCC(COC)C1,protein_center,"-18.041,-13.011,7.779",2.9683182
4682,6dlo,,C12=NC(CC)=NC(NCCC3C=CC(OC)=CC=3)=C1N=NN2CC1C=CC=CC=1,protein_center,"-18.041,-13.011,7.779",4.238284
4683,6dlo,,CC(N1C(=O)C(NS(CC(C)(C)C)(=O)=O)CC1=O)C,protein_center,"-18.041,-13.011,7.779",2.260186
4684,6dlo,,S1C(=CC=C1C1C=CN=C(SC)N=1)S(=O)(Cl)=O,protein_center,"-18.041,-13.011,7.779",2.60869
